client_id,valeur_vie_client_eur,revenu_mensuel_recurrent_eur,sieges_souscrits,utilisateurs_actifs,taille_entreprise_ge,plan_ent,fonctionnalites_utilisees,delai_reponse_support_h,taille_entreprise_tpe,plan_str,taille_entreprise_pme
CLI-001836,328.0,80.0,9,0,0,0,0,35.0,0,1,1
CLI-002750,555.0,75.22,7,0,0,0,0,13.9,1,1,0
CLI-004998,64427.0,1671.69,63,56,0,0,9,10.5,0,0,0
CLI-000725,3415.0,320.35,15,3,0,0,4,13.3,0,0,1
CLI-000639,219503.0,15746.24,202,180,0,1,13,0.5,0,0,0
CLI-003646,7763.0,378.66,14,7,0,0,6,8.2,0,0,1
CLI-004825,1876938.0,52240.0,653,595,1,1,24,10.5,0,0,0
CLI-001060,35307.0,1388.95,25,21,0,0,14,6.4,0,0,1
CLI-004634,63032.0,4045.71,55,4,0,1,1,1.7,0,0,1
CLI-004748,53370.0,619.86,57,13,0,0,2,23.5,0,1,1
CLI-003706,5301.0,431.01,17,2,0,0,0,14.7,0,0,1
CLI-002521,7753.0,630.33,52,33,0,0,3,0.5,0,1,1
CLI-001467,34024.0,1975.85,25,5,0,1,12,3.5,0,0,1
CLI-002218,8756.0,970.76,50,0,0,0,0,15.8,0,0,1
CLI-004911,1055.0,21.44,1,1,0,0,3,10.5,1,0,0
CLI-000608,2272.0,307.82,8,5,0,0,10,3.8,1,0,0
CLI-000975,300.0,67.17,6,1,0,0,2,9.7,1,1,0
CLI-004898,1075537.0,37475.17,837,298,1,0,2,2.4,0,0,0
CLI-004553,11107.0,322.5,11,5,0,0,5,18.5,1,0,0
CLI-002562,300.0,42.7,5,0,0,0,0,36.8,1,1,0
CLI-000379,11716.0,432.95,34,18,0,0,1,27.7,0,1,1
CLI-000166,7546.0,460.1,20,4,0,0,2,18.0,0,0,1
CLI-001315,71144.0,3470.42,167,122,0,0,8,6.9,0,0,0
CLI-000448,2144.0,104.6,7,6,0,0,5,7.7,1,1,0
CLI-002964,976.0,54.1,2,1,0,0,5,13.9,1,0,0
CLI-000262,16589.0,2890.12,137,70,0,0,5,8.4,0,0,0
CLI-002929,69600.0,1571.81,56,45,0,0,7,14.1,0,0,1
CLI-003575,23855.0,2424.31,57,40,0,0,14,7.7,0,0,1
CLI-004710,5157.0,1048.07,21,10,0,0,14,10.5,0,0,1
CLI-003864,3682.0,149.68,11,6,0,0,2,28.6,1,1,0
CLI-003058,1403.0,100.61,10,4,0,0,2,25.2,1,1,0
CLI-001825,2171.0,132.37,11,9,0,0,3,10.5,1,1,0
CLI-001679,2704.0,173.53,8,2,0,0,2,4.9,1,0,0
CLI-003720,190684.0,16610.12,377,336,1,0,16,10.5,0,0,0
CLI-001713,78025.0,2378.8,46,38,0,0,14,3.7,0,0,1
CLI-003603,1180.0,53.3,2,1,0,0,5,7.3,1,0,0
CLI-002890,68243.0,3963.02,179,108,0,0,7,17.2,0,0,0
CLI-000871,1266.0,128.64,10,8,0,0,4,21.3,0,1,1
CLI-001974,30479.0,1093.23,51,26,0,0,9,11.9,0,0,0
CLI-003651,300.0,11.29,1,1,0,0,2,15.1,1,1,0
CLI-001922,3591.0,175.19,8,6,0,0,5,11.8,1,0,0
CLI-000225,1584.0,60.37,5,1,0,0,2,20.7,1,1,0
CLI-004355,1273.0,129.34,10,6,0,0,3,21.1,1,1,0
CLI-003347,300.0,9.22,1,1,0,0,0,17.9,1,1,0
CLI-002009,1673.0,88.69,7,2,0,0,0,19.5,1,1,0
CLI-000598,1013.0,88.2,7,5,0,0,2,42.3,1,1,0
CLI-000709,8558.0,496.98,18,9,0,0,6,9.1,0,0,1
CLI-003874,935.0,162.91,17,6,0,0,1,23.4,0,1,1
CLI-002501,8732.0,242.02,9,2,0,0,5,16.7,1,0,0
CLI-002209,13965.0,1216.46,50,14,0,0,5,8.7,0,0,1
CLI-004412,731.0,46.95,2,2,0,0,7,17.0,1,0,0
CLI-003882,7384.0,214.39,7,4,0,0,6,16.0,1,0,0
CLI-000483,36716.0,3444.27,41,8,0,1,4,1.2,0,0,1
CLI-000756,509172.0,44352.96,811,45,1,1,1,6.1,0,0,0
CLI-002266,371319.0,18867.81,214,171,1,1,20,6.0,0,0,0
CLI-003078,3776.0,511.63,55,25,0,0,2,24.2,0,1,1
CLI-004823,164689.0,5738.28,130,78,0,0,12,5.4,0,0,0
CLI-001198,1363.0,110.85,8,5,0,0,3,28.7,1,1,0
CLI-004880,148477.0,8622.35,184,69,0,0,6,9.7,0,0,0
CLI-003637,870.0,96.42,9,8,0,0,6,26.6,1,1,0
CLI-003204,3360.0,409.78,38,0,0,0,0,28.5,0,1,1
CLI-004629,16986.0,1479.64,42,24,0,0,8,8.0,0,0,1
CLI-003944,11118.0,301.29,11,7,0,0,7,12.5,1,0,0
CLI-004282,4434.0,450.62,13,7,0,0,11,6.4,0,0,1
CLI-004212,4213.0,1027.56,44,14,0,0,6,10.5,0,0,1
CLI-002997,1760.0,61.33,6,5,0,0,6,33.1,1,1,0
CLI-001838,334537.0,4162.98,83,68,0,0,11,7.5,0,0,0
CLI-003823,21310.0,5197.48,217,145,0,0,8,13.1,0,0,0
CLI-002268,2600.0,93.25,7,1,0,0,3,10.5,1,1,0
CLI-004269,144916.0,12623.32,193,127,1,1,17,2.8,0,0,0
CLI-004017,14425.0,199.9,7,1,0,0,5,15.6,1,0,0
CLI-003353,1204.0,81.54,8,5,0,0,4,13.0,1,1,0
CLI-003047,14978.0,1014.74,38,16,0,0,6,23.0,0,0,1
CLI-000096,300.0,11.03,1,1,0,0,1,26.0,1,1,0
CLI-001700,137886.0,8850.22,194,90,1,0,8,5.0,0,0,0
CLI-002623,44725.0,1947.95,34,18,0,0,11,4.8,0,0,0
CLI-000094,698.0,77.39,6,1,0,0,2,10.5,1,1,0
CLI-003157,179564.0,8422.32,184,136,0,0,11,8.3,0,0,0
CLI-004744,300.0,10.72,1,1,0,0,1,10.7,1,1,0
CLI-003012,16212.0,1235.64,56,19,0,0,3,4.9,0,0,1
CLI-000157,3164.0,107.18,8,5,0,0,3,25.8,1,1,0
CLI-000361,282275.0,8826.61,192,177,0,0,17,0.5,0,0,0
CLI-004680,1134.0,69.14,6,2,0,0,4,20.4,1,1,0
CLI-000274,743.0,82.36,8,6,0,0,3,24.2,1,1,0
CLI-000780,2478.0,111.91,9,6,0,0,3,17.2,1,1,0
CLI-004051,887.0,63.65,6,2,0,0,0,33.4,0,1,1
CLI-000868,381.0,42.19,5,1,0,0,0,28.3,1,1,0
CLI-004856,448.0,60.65,3,2,0,0,4,8.4,1,0,0
CLI-004452,11601.0,392.98,16,11,0,0,6,13.0,0,0,1
CLI-004113,8565.0,870.46,19,6,0,0,8,8.0,0,0,1
CLI-000782,56788.0,8656.72,135,24,1,1,12,5.3,0,0,0
CLI-002467,92366.0,4171.89,136,113,0,0,7,11.2,0,0,0
CLI-000921,48025.0,504.89,9,5,0,0,10,6.3,1,0,0
CLI-004768,198676.0,26920.81,738,313,1,0,15,2.6,0,0,0
CLI-004054,1145.0,99.7,8,5,0,0,2,13.8,1,1,0
CLI-000216,6994.0,852.96,39,21,0,0,4,16.0,0,0,1
CLI-001903,2642.0,230.16,5,3,0,0,9,9.4,1,0,0
CLI-001242,1602.0,36.0,3,1,0,0,2,24.3,1,1,0
CLI-002001,4737.0,1155.36,52,28,0,0,7,17.2,0,0,1
CLI-002765,1947.0,76.59,6,5,0,0,4,10.5,1,1,0
CLI-002592,1197.0,36.5,3,2,0,0,4,16.4,1,1,0
CLI-002802,78712.0,6856.45,155,52,0,0,7,6.2,0,0,0
CLI-003006,61211.0,7464.79,159,108,0,0,14,3.1,0,0,0
CLI-003781,1253.0,254.59,10,6,0,0,9,10.5,1,0,0
CLI-003211,28660.0,3883.46,95,60,0,0,9,10.5,0,0,0
CLI-003810,35149.0,3572.09,48,10,0,1,13,4.0,0,0,1
CLI-000940,20376.0,955.72,35,10,0,0,3,14.1,0,0,1
CLI-004250,5221.0,289.44,11,2,0,0,5,10.4,1,0,0
CLI-001805,23760.0,413.94,7,5,0,0,13,9.5,1,0,0
CLI-000109,43538.0,536.32,38,24,0,0,3,24.6,0,1,1
CLI-001416,4873.0,349.59,14,10,0,0,8,13.6,0,0,1
CLI-004829,38803.0,5915.11,138,0,0,0,0,3.9,0,0,0
CLI-002785,3622.0,100.38,6,5,0,0,3,34.0,1,1,0
CLI-000875,3181.0,352.63,26,15,0,0,3,10.5,0,1,1
CLI-000024,21712.0,2647.81,130,94,0,0,4,14.0,0,0,0
CLI-001405,10405.0,264.35,18,9,0,0,2,24.3,0,1,1
CLI-002860,300.0,11.33,1,1,0,0,3,18.2,1,1,0
CLI-001575,158761.0,8067.11,110,52,0,1,15,6.8,0,0,0
CLI-002376,2259.0,70.63,6,3,0,0,2,15.0,1,1,0
CLI-003409,25449.0,3103.52,79,10,0,0,1,9.4,0,0,0
CLI-002897,613.0,93.37,11,3,0,0,3,25.9,1,1,0
CLI-000051,4786.0,583.65,27,23,0,0,11,10.9,0,0,1
CLI-003819,7671.0,584.71,51,12,0,0,2,38.1,0,1,1
CLI-004987,24580.0,1577.67,55,26,0,0,5,12.1,0,0,1
CLI-004827,12522.0,803.71,31,29,0,0,11,15.5,0,0,1
CLI-003894,24404.0,620.02,12,10,0,0,12,8.4,0,0,1
CLI-001001,5472.0,1668.16,42,22,0,0,10,10.5,0,0,1
CLI-001457,5415.0,194.22,8,6,0,0,9,12.1,0,0,1
CLI-000010,303.0,26.36,1,1,0,0,8,10.8,1,0,0
CLI-000306,7076.0,410.91,36,9,0,0,0,21.9,0,1,1
CLI-002315,51972.0,1195.86,33,29,0,0,12,9.7,0,0,1
CLI-003297,1008560.0,14301.76,334,135,1,0,3,5.4,0,0,0
CLI-001345,10496.0,752.92,40,11,0,0,3,7.3,0,0,1
CLI-000461,42071.0,765.76,16,14,0,0,15,7.8,0,0,1
CLI-001897,381.0,92.85,10,3,0,0,2,50.6,1,1,0
CLI-001926,300.0,18.24,1,1,0,0,5,11.5,1,0,0
CLI-000819,4176.0,72.76,5,3,0,0,3,20.7,1,1,0
CLI-002323,25505.0,1072.54,41,0,0,0,0,14.4,0,0,1
CLI-000799,300.0,38.08,4,3,0,0,1,10.5,1,1,0
CLI-002269,23820.0,937.06,35,19,0,0,7,11.2,0,0,1
CLI-000629,27697.0,2814.7,124,85,0,0,3,13.5,0,0,0
CLI-002974,2768.0,99.28,8,5,0,0,5,27.0,1,1,0
CLI-002140,9164.0,745.06,58,20,0,0,5,50.0,0,1,1
CLI-001615,60601.0,2173.63,47,15,0,0,7,9.0,0,0,1
CLI-001214,780084.0,39638.4,800,111,1,0,4,4.0,0,0,0
CLI-000287,72109.0,3664.1,74,24,0,0,10,10.3,0,0,0
CLI-000539,23537.0,2392.01,50,26,0,0,9,4.7,0,0,1
CLI-003059,1161.0,44.24,4,2,0,0,4,16.7,1,1,0
CLI-001484,15743.0,959.93,19,11,0,0,11,6.1,0,0,1
CLI-004671,895.0,26.61,1,1,0,0,9,11.6,1,0,0
CLI-002577,15018.0,1144.63,40,18,0,0,6,10.5,0,0,1
CLI-004248,131991.0,11497.46,146,43,0,1,14,1.2,0,0,0
CLI-002207,2672.0,116.38,4,2,0,0,7,14.1,1,0,0
CLI-003523,20383.0,1462.18,40,25,0,0,12,5.6,0,0,1
CLI-001427,14868.0,329.66,26,11,0,0,2,18.2,0,1,1
CLI-000180,2225.0,87.53,7,1,0,0,2,50.5,1,1,0
CLI-003291,130536.0,5375.0,215,54,0,0,3,16.9,0,0,0
CLI-004767,3024.0,105.36,8,5,0,0,4,16.9,1,1,0
CLI-000572,1527.0,97.98,3,2,0,0,7,15.6,1,0,0
CLI-000982,25349.0,1188.98,43,6,0,0,2,11.8,0,0,1
CLI-004793,300.0,12.51,1,1,0,0,5,24.2,1,1,0
CLI-002476,11385.0,213.61,10,1,0,0,0,10.3,1,0,0
CLI-002354,57444.0,1094.58,40,29,0,0,6,9.0,0,0,1
CLI-000914,16725.0,849.86,41,16,0,0,4,7.4,0,0,1
CLI-000836,734.0,24.2,2,1,0,0,2,13.0,1,1,0
CLI-004146,4141.0,95.29,7,3,0,0,2,12.4,1,1,0
CLI-001062,22001.0,813.03,27,21,0,0,9,15.2,0,0,1
CLI-001597,1447.0,84.02,7,4,0,0,4,30.8,1,1,0
CLI-003071,16406.0,1176.87,46,17,0,0,4,13.6,0,0,1
CLI-004878,12010.0,457.71,16,3,0,0,6,11.9,0,0,1
CLI-003764,2888.0,113.62,9,8,0,0,5,12.3,1,1,0
CLI-003918,464128.0,28300.47,665,528,1,0,19,4.6,0,0,0
CLI-000436,3294.0,223.14,5,1,0,0,4,3.0,1,0,0
CLI-001524,6561.0,333.39,15,12,0,0,5,11.5,0,0,1
CLI-003826,2892.0,225.0,9,4,0,0,3,13.0,1,0,0
CLI-002149,41661.0,875.96,33,18,0,0,7,14.1,0,0,1
CLI-003031,2719.0,118.43,10,0,0,0,0,10.5,1,1,0
CLI-001372,1330.0,202.82,8,8,0,0,9,10.4,0,0,1
CLI-000984,171540.0,8716.45,162,134,0,0,20,5.6,0,0,0
CLI-001593,400743.0,8011.66,173,29,0,0,14,7.8,0,0,0
CLI-004525,46431.0,1530.35,32,22,0,0,11,9.6,0,0,1
CLI-002863,35541.0,3940.29,203,66,0,0,6,15.7,0,0,0
CLI-000118,302890.0,12737.16,159,0,0,1,0,5.4,0,0,0
CLI-003175,1476.0,138.43,8,2,0,0,0,17.0,0,0,1
CLI-000422,3564.0,149.87,7,2,0,0,1,8.5,1,0,0
CLI-001480,3982.0,1213.88,48,31,0,0,9,18.6,0,0,1
CLI-000033,27256.0,977.61,46,9,0,0,6,11.4,0,0,1
CLI-001171,1565.0,90.91,2,1,0,0,14,7.2,1,0,0
CLI-000053,58549.0,5492.41,168,126,0,0,7,1.1,0,0,0
CLI-003464,6123.0,311.14,10,7,0,0,7,11.0,1,0,0
CLI-003759,19676.0,1499.72,52,41,0,0,7,14.5,0,0,1
CLI-002144,14164.0,401.71,31,8,0,0,2,42.7,0,1,1
CLI-004893,42500.0,1102.76,50,14,0,0,7,11.4,0,0,1
CLI-001200,322.0,56.03,3,1,0,0,4,11.7,1,0,0
CLI-003124,820.0,37.04,3,2,0,0,4,35.6,1,1,0
CLI-000485,16025.0,1503.32,30,21,0,0,10,6.0,0,0,1
CLI-000901,8946.0,1818.38,52,29,0,0,9,3.0,0,0,0
CLI-003270,28557.0,3482.56,86,44,0,0,6,2.2,0,0,0
CLI-004627,16221.0,732.65,51,0,0,0,0,44.5,0,1,1
CLI-000524,478.0,26.47,2,1,0,0,4,19.5,1,1,0
CLI-002803,5705.0,108.71,9,4,0,0,3,16.9,1,1,0
CLI-004651,9112.0,1010.15,44,22,0,0,3,9.7,0,0,1
CLI-003851,1978.0,30.93,2,1,0,0,1,24.8,1,1,0
CLI-003318,1642.0,80.11,9,1,0,0,1,22.1,0,1,1
CLI-004623,3329.0,676.69,11,4,0,1,13,4.1,0,0,1
CLI-002018,61686.0,12537.74,211,58,0,1,14,0.5,0,0,0
CLI-004519,71775.0,7294.17,175,89,0,0,3,4.2,0,0,0
CLI-001625,185748.0,12584.54,575,309,1,0,5,13.8,0,0,0
CLI-003515,44839.0,1608.28,55,38,0,0,7,10.5,0,0,1
CLI-004876,3553.0,254.85,11,2,0,0,2,6.0,1,0,0
CLI-004799,1195.0,91.08,8,5,0,0,4,27.4,1,1,0
CLI-001164,284749.0,19291.93,211,156,0,1,19,1.4,0,0,0
CLI-004429,14903.0,790.19,18,12,0,0,10,4.9,0,0,1
CLI-001736,31946.0,4328.68,167,92,1,0,3,14.4,0,0,0
CLI-004378,2366.0,206.14,8,0,0,0,0,10.1,1,0,0
CLI-001196,75167.0,2696.08,56,39,0,0,9,2.8,0,0,1
CLI-001113,4731.0,87.41,3,1,0,0,5,14.8,1,0,0
CLI-004936,601.0,29.32,3,1,0,0,3,21.4,1,1,0
CLI-004536,47468.0,1564.54,59,7,0,0,0,14.8,0,0,1
CLI-002724,13187.0,2297.43,52,0,0,0,0,5.1,0,0,1
CLI-000257,4970.0,1010.12,57,3,0,0,4,10.2,0,0,1
CLI-004735,2407.0,122.33,11,5,0,0,3,17.8,1,1,0
CLI-003621,1148.0,46.65,4,0,0,0,0,27.0,1,1,0
CLI-002129,1082.0,59.98,5,3,0,0,4,22.3,1,1,0
CLI-004828,147613.0,45003.9,790,290,1,1,14,2.9,0,0,0
CLI-002294,31238.0,3463.2,49,18,0,1,1,6.2,0,0,0
CLI-003073,3818.0,141.09,6,4,0,0,11,16.4,0,0,1
CLI-001178,609166.0,19549.6,218,69,1,1,20,2.4,0,0,0
CLI-000460,30784.0,7508.24,106,28,0,1,11,1.7,0,0,0
CLI-000961,7451.0,605.76,25,7,0,0,5,14.7,0,0,1
CLI-000312,1419.0,91.09,8,2,0,0,2,24.7,1,1,0
CLI-000692,594.0,72.4,4,2,0,0,7,6.5,1,0,0
CLI-002023,3885.0,96.0,8,6,0,0,6,29.8,0,1,1
CLI-002205,1832.0,159.59,7,2,0,0,3,12.0,1,0,0
CLI-001494,73384.0,4140.0,92,21,0,0,9,6.8,0,0,0
CLI-002475,1565.0,190.89,4,2,0,0,11,3.5,1,0,0
CLI-003090,11719.0,2041.56,49,22,0,0,7,10.5,0,0,0
CLI-003993,1092.0,88.77,8,1,0,0,1,15.7,1,1,0
CLI-004454,21224.0,1437.95,53,31,0,0,10,13.2,0,0,1
CLI-004188,48977.0,4594.49,107,81,0,0,9,10.3,0,0,0
CLI-003888,6986.0,473.3,18,8,0,0,9,12.4,0,0,1
CLI-002937,4431.0,200.15,4,1,0,0,4,5.2,1,0,0
CLI-004718,37181.0,1333.62,50,37,0,0,5,10.5,0,0,1
CLI-003870,1284.0,52.18,4,2,0,0,3,28.2,1,1,0
CLI-001521,128638.0,6536.47,486,351,1,0,5,11.8,0,1,0
CLI-003540,19241.0,1564.33,32,17,0,0,5,0.5,0,0,0
CLI-002057,13164.0,1234.89,49,35,0,0,7,13.3,0,0,1
CLI-001592,1713.0,90.81,7,4,0,0,0,23.9,1,1,0
CLI-000668,543.0,82.74,9,2,0,0,2,35.0,1,1,0
CLI-000407,11812.0,134.62,6,2,0,0,0,15.3,1,0,0
CLI-000018,115025.0,2032.97,71,60,0,0,10,14.6,0,0,0
CLI-002132,1289.0,27.11,2,2,0,0,5,12.7,1,1,0
CLI-003162,1132.0,60.01,5,2,0,0,4,30.9,1,1,0
CLI-002697,1473.0,57.96,5,3,0,0,4,31.2,1,1,0
CLI-001255,8749.0,273.57,9,7,0,0,8,18.9,1,0,0
CLI-004592,14900.0,519.18,19,10,0,0,10,13.8,0,0,1
CLI-001333,45318.0,575.68,25,19,0,0,7,11.1,0,0,1
CLI-004403,17772.0,1444.86,21,4,0,1,5,3.6,0,0,1
CLI-001686,19321.0,1308.99,32,18,0,0,7,4.5,0,0,1
CLI-002821,1208.0,113.36,10,8,0,0,3,22.1,1,1,0
CLI-004763,314314.0,5721.05,128,43,1,0,1,9.7,0,0,0
CLI-001501,11289.0,983.35,37,13,0,0,9,10.5,0,0,0
CLI-001531,14019.0,534.27,10,4,0,0,8,6.2,1,0,0
CLI-002298,1489837.0,40374.98,880,453,1,0,11,6.9,0,0,0
CLI-001759,16760.0,1202.27,48,13,0,0,6,0.6,0,0,1
CLI-003402,151216.0,23051.29,535,318,1,0,11,10.5,0,0,0
CLI-002215,108922.0,7379.53,96,21,0,1,25,3.4,0,0,0
CLI-002405,504.0,87.74,7,0,0,0,0,24.9,1,1,0
CLI-001512,1911.0,26.79,2,2,0,0,4,10.5,1,1,0
CLI-003806,2925.0,509.62,45,14,0,0,3,17.8,0,1,1
CLI-004227,8946.0,545.46,56,14,0,0,1,0.5,0,1,1
CLI-001092,12268.0,393.72,18,1,0,0,0,14.4,0,0,1
CLI-000098,12989.0,480.0,10,4,0,0,16,4.5,1,0,0
CLI-004608,23285.0,979.2,35,19,0,0,5,7.0,0,0,1
CLI-003438,25878.0,1213.78,44,27,0,0,12,10.5,0,0,1
CLI-002388,15100.0,2301.78,46,12,0,1,9,7.8,0,0,1
CLI-002037,159092.0,7185.71,141,118,0,0,12,2.1,0,0,0
CLI-004728,2647.0,134.49,5,3,0,0,2,19.0,1,0,0
CLI-001797,73863.0,2814.91,55,33,0,0,10,9.4,0,0,0
CLI-001719,1525.0,62.0,5,1,0,0,0,18.6,1,1,0
CLI-000704,1484.0,120.66,6,0,0,0,0,14.1,1,0,0
CLI-003573,3454.0,1053.0,39,7,0,0,1,7.4,0,0,1
CLI-001223,6839.0,833.98,11,9,0,1,26,7.2,0,0,1
CLI-003546,3313.0,149.63,11,8,0,0,5,21.3,1,1,0
CLI-003054,40897.0,1662.46,59,12,0,0,5,11.5,0,0,1
CLI-000864,21942.0,2229.87,52,41,0,0,16,6.2,0,0,1
CLI-001487,840.0,34.14,3,1,0,0,1,29.5,1,1,0
CLI-003517,1643.0,34.55,3,2,0,0,1,24.6,1,1,0
CLI-001548,64486.0,7864.13,200,67,0,0,6,6.3,0,0,0
CLI-000837,6621.0,196.94,18,16,0,0,6,11.5,0,1,1
CLI-001999,9839.0,999.91,28,6,0,0,5,6.2,0,0,1
CLI-004532,2433.0,197.78,8,3,0,0,2,13.0,1,0,0
CLI-003279,5672.0,628.8,30,18,0,0,6,10.5,0,0,1
CLI-004524,332387.0,15590.37,757,0,1,0,0,5.1,0,0,0
CLI-001618,9215.0,561.9,55,34,0,0,5,30.6,0,1,1
CLI-000486,45085.0,478.1,10,4,0,0,1,3.8,0,0,1
CLI-000838,300.0,20.96,2,1,0,0,3,40.2,1,1,0
CLI-002390,1054.0,67.68,5,2,0,0,4,18.2,1,1,0
CLI-003999,19879.0,1275.94,58,19,0,0,3,10.4,0,0,1
CLI-000556,4212.0,467.0,23,9,0,0,2,11.5,0,0,1
CLI-002013,21284.0,1038.23,49,0,0,0,0,19.1,0,0,1
CLI-004755,684729.0,37956.17,860,359,1,0,5,3.0,0,0,0
CLI-001801,4321.0,56.66,4,2,0,0,1,17.8,1,1,0
CLI-003163,5697.0,169.44,6,5,0,0,11,10.5,1,0,0
CLI-004434,78523.0,4560.0,107,48,0,0,4,6.5,0,0,0
CLI-004435,109754.0,5576.93,102,80,0,0,12,3.2,0,0,0
CLI-001990,275464.0,15269.61,193,164,0,1,26,7.8,0,0,0
CLI-002236,300.0,12.28,1,1,0,0,4,24.2,1,1,0
CLI-004084,515.0,132.0,11,3,0,0,2,12.1,1,1,0
CLI-002395,1527.0,39.62,3,0,0,0,0,25.4,1,1,0
CLI-000559,79216.0,4830.22,104,22,0,0,8,7.6,0,0,0
CLI-004266,446.0,38.81,3,2,0,0,5,33.9,1,1,0
CLI-004175,5723.0,872.4,19,13,0,0,16,5.5,0,0,1
CLI-002616,475211.0,16557.89,191,156,0,1,21,5.2,0,0,0
CLI-002421,11816.0,600.43,13,8,0,0,9,7.1,0,0,1
CLI-002151,51891.0,735.83,27,10,0,0,8,13.0,0,0,1
CLI-002751,9059.0,1004.3,23,14,0,0,13,5.9,0,0,1
CLI-000008,12570.0,1916.2,49,34,0,0,13,10.7,0,0,0
CLI-002837,7668.0,425.03,34,21,0,0,3,34.9,0,1,1
CLI-004169,31071.0,315.76,23,12,0,0,2,15.4,0,1,1
CLI-004043,13670.0,757.78,31,17,0,0,3,2.3,0,0,1
CLI-003591,968282.0,69460.69,817,30,1,1,5,0.5,0,0,0
CLI-000090,5423.0,275.54,11,7,0,0,8,22.0,0,0,1
CLI-001693,838.0,24.33,2,2,0,0,6,13.2,1,1,0
CLI-004914,89602.0,1883.97,139,85,0,0,4,9.1,0,1,0
CLI-003955,238705.0,8821.31,91,54,0,1,16,5.5,0,0,0
CLI-000695,1232.0,166.9,8,3,0,0,6,3.5,0,0,1
CLI-002210,157738.0,6011.36,151,70,0,0,10,5.8,0,0,0
CLI-003309,29558.0,1441.85,60,13,0,0,4,10.5,0,0,0
CLI-004311,169327.0,29499.5,329,259,1,1,23,1.2,0,0,0
CLI-003247,1005.0,153.16,14,8,0,0,5,27.4,0,1,1
CLI-004161,9355.0,1267.55,35,8,0,0,3,6.0,0,0,1
CLI-000111,4343.0,378.32,30,0,0,0,0,22.6,0,1,1
CLI-004168,216030.0,8498.41,86,71,0,1,24,6.7,0,0,0
CLI-002984,191346.0,10606.74,370,231,1,0,8,18.5,0,0,0
CLI-003096,27482.0,698.22,37,12,0,0,3,13.1,0,0,1
CLI-000003,100581.0,5110.81,111,80,0,0,12,8.4,0,0,0
CLI-002032,881.0,89.53,10,3,0,0,5,18.6,1,1,0
CLI-003787,726549.0,15017.55,164,76,0,1,21,3.9,0,0,0
CLI-000587,3717.0,283.28,21,14,0,0,3,30.2,0,1,1
CLI-003960,667.0,36.96,3,1,0,0,2,11.9,1,1,0
CLI-003005,1373.0,26.58,2,1,0,0,2,30.1,1,1,0
CLI-001008,250729.0,4131.99,49,14,0,1,19,6.2,0,0,0
CLI-001535,14131.0,783.29,20,16,0,0,10,9.8,0,0,1
CLI-002495,4844.0,179.0,7,5,0,0,6,11.2,0,0,1
CLI-000066,411063.0,14744.01,360,158,1,0,15,7.4,0,0,0
CLI-000763,6321.0,770.88,32,15,0,0,5,7.5,0,0,1
CLI-000533,291087.0,19721.35,747,516,1,0,7,5.9,0,0,0
CLI-000557,5251.0,640.35,15,1,0,0,2,4.4,0,0,1
CLI-003576,78274.0,3535.4,44,13,0,1,9,10.5,0,0,0
CLI-002604,3301.0,70.63,5,4,0,0,3,21.5,1,1,0
CLI-001117,1409.0,343.74,10,4,0,0,6,8.5,0,0,1
CLI-003672,85505.0,2543.28,52,28,0,0,12,8.2,0,0,1
CLI-002471,176048.0,8945.54,198,108,0,0,13,4.5,0,0,0
CLI-000510,6678.0,1018.03,55,27,0,0,4,11.9,0,0,1
CLI-004663,2682.0,142.21,11,2,0,0,2,36.7,1,1,0
CLI-004670,300.0,10.86,1,1,0,0,3,27.0,1,1,0
CLI-004752,20715.0,616.14,12,10,0,0,18,5.3,0,0,1
CLI-004470,300.0,10.92,1,1,0,0,4,36.2,1,1,0
CLI-003544,3567.0,135.95,9,8,0,0,4,10.5,1,1,0
CLI-001936,112716.0,9818.47,137,75,0,1,16,4.3,0,0,0
CLI-002303,4880.0,595.18,26,16,0,0,9,17.6,0,0,1
CLI-001522,18564.0,754.63,58,0,0,0,0,18.6,0,1,1
CLI-002959,11345.0,2364.0,197,119,0,0,5,37.1,0,1,0
CLI-004123,300.0,70.22,7,2,0,0,2,29.8,1,1,0
CLI-003223,49904.0,2254.03,55,5,0,0,5,9.5,0,0,0
CLI-000252,84587.0,2385.0,53,32,0,0,12,7.3,0,0,1
CLI-001965,2726.0,77.3,6,4,0,0,3,30.6,1,1,0
CLI-002941,725655.0,18828.62,274,218,1,1,23,3.5,0,0,0
CLI-000056,19035.0,859.76,39,18,0,0,4,10.5,0,0,1
CLI-002043,300.0,31.68,3,1,0,0,2,19.2,1,1,0
CLI-000710,34994.0,3556.34,133,80,0,0,5,16.1,0,0,0
CLI-003943,87881.0,5358.6,141,0,0,0,0,8.3,0,0,0
CLI-002186,306.0,23.31,2,1,0,0,4,18.3,1,1,0
CLI-001057,300.0,21.69,2,1,0,0,1,19.4,1,1,0
CLI-001222,300.0,17.98,2,1,0,0,0,21.8,1,1,0
CLI-001115,5463.0,666.24,18,5,0,0,7,5.2,0,0,1
CLI-001961,439829.0,6541.18,78,37,0,1,14,2.3,0,0,0
CLI-004902,866.0,96.06,8,4,0,0,3,33.8,1,1,0
CLI-001411,73400.0,1297.27,53,42,0,0,8,18.2,0,0,0
CLI-002135,9114.0,277.88,10,7,0,0,8,11.9,1,0,0
CLI-002017,300.0,81.61,8,3,0,0,4,34.9,1,1,0
