client_id,churn,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-002975,0,10,6,4,66.7,31,17.3,3,4,0,0,19.8,3,0,62.62,0.0,0,0.38,0,0,1,0,0,1,0
CLI-004232,0,8,8,5,62.5,50,2.5,4,1,0,3,25.3,3,2,113.55,0.0,0,0.5,0,1,0,0,0,1,0
CLI-002564,0,13,84,56,66.7,38,16.1,8,2,1,3,9.9,4,0,1967.36,0.0,0,0.5,0,1,0,0,0,0,1
CLI-000923,0,13,10,8,80.0,56,10.4,15,2,0,5,9.6,3,0,450.64,0.0,0,0.58,0,0,0,1,0,0,1
CLI-003221,1,3,4,1,25.0,2,1.2,3,1,14,4,11.8,2,0,90.82,0.16,0,0.19,0,0,0,1,1,0,0
CLI-004308,0,17,126,16,12.7,1,0.1,3,2,16,1,13.9,4,0,3677.87,0.03,0,0.19,0,0,0,1,0,0,1
CLI-003707,0,26,32,17,53.1,30,17.8,6,3,1,5,18.1,2,0,1007.09,0.0,0,0.38,0,0,0,1,0,0,1
CLI-002753,1,6,10,4,40.0,9,1.5,2,2,2,7,42.2,2,1,125.15,0.01,0,0.25,0,0,0,1,0,1,0
CLI-004105,0,7,27,8,29.6,1,0.3,1,2,13,2,6.2,4,1,913.81,0.06,0,0.04,0,0,0,1,0,1,0
CLI-004720,0,3,7,5,71.4,46,5.65,3,1,1,0,15.0,4,3,95.37,0.01,0,0.38,0,0,0,1,1,0,0
CLI-002878,0,6,53,32,60.4,21,1.0,16,0,1,4,10.5,3,3,5221.11,0.01,0,0.4,0,0,0,1,0,1,0
CLI-000561,0,1,5,3,60.0,21,5.9,3,1,1,0,10.5,5,1,57.04,0.03,0,0.38,0,0,0,1,1,0,0
CLI-003461,0,2,10,2,20.0,1,0.2,7,0,1,6,10.5,1,1,740.24,0.02,0,0.18,1,0,0,0,1,0,0
CLI-000048,1,1,2,1,50.0,2,1.2,1,0,13,3,22.2,4,5,22.15,0.43,0,0.12,0,1,0,0,1,0,0
CLI-002323,0,14,41,0,0.0,0,0.0,0,0,37,0,14.4,4,0,1072.54,0.09,1,0.0,0,0,0,1,0,0,1
CLI-000004,0,29,42,25,50.0,39,20.2,10,8,1,0,10.5,5,0,1600.67,0.0,0,0.38,0,0,1,0,0,0,1
CLI-004053,1,21,1,0,0.0,0,0.0,0,0,48,3,10.5,2,0,10.12,0.08,1,0.0,1,0,0,0,0,0,1
CLI-000065,0,9,29,13,44.8,17,9.8,8,1,6,0,3.8,5,0,622.99,0.02,0,0.5,0,0,0,1,0,1,0
CLI-000877,0,14,134,67,50.0,22,10.9,5,1,0,5,26.6,3,0,3549.95,0.0,0,0.31,0,1,0,0,0,0,1
CLI-000261,0,17,10,3,30.0,4,0.6,1,3,3,1,23.0,4,0,140.3,0.01,0,0.12,0,0,1,0,0,0,1
CLI-002538,0,10,47,32,68.1,27,15.8,3,1,0,2,10.5,4,1,521.58,0.0,0,0.38,0,0,0,1,0,1,0
CLI-000564,1,1,116,0,0.0,0,0.0,0,0,30,4,3.7,3,2,8284.23,1.0,1,0.0,1,0,0,0,1,0,0
CLI-001123,0,28,9,4,44.4,42,15.8,7,5,1,0,4.3,5,0,259.46,0.0,0,0.44,0,0,1,0,0,0,1
CLI-004936,1,1,3,1,33.3,17,11.9,3,0,4,1,21.4,5,3,29.32,0.13,0,0.38,0,1,0,0,1,0,0
CLI-001152,0,19,276,71,25.7,1,0.3,2,4,8,0,2.0,4,0,20600.81,0.01,0,0.05,0,0,1,0,0,0,1
CLI-001962,0,10,53,50,94.3,115,106.5,13,1,3,0,10.1,4,0,1245.74,0.01,0,0.81,0,0,0,1,0,1,0
CLI-000417,1,7,172,22,12.8,1,0.2,6,0,25,0,6.4,3,1,6139.83,0.12,0,0.23,1,0,0,0,0,1,0
CLI-000397,1,12,47,8,17.0,7,1.9,4,4,7,4,11.8,4,0,1163.48,0.02,0,0.25,1,0,0,0,0,1,0
CLI-001559,1,4,20,0,0.0,0,0.0,0,0,120,0,9.1,2,1,474.15,1.0,1,0.0,0,0,0,1,0,1,0
CLI-003538,0,19,43,27,62.8,33,24.6,6,5,1,0,2.3,5,0,1139.87,0.0,0,0.38,0,0,0,1,0,0,1
CLI-000608,0,8,8,5,62.5,25,9.4,10,3,1,4,3.8,4,0,307.82,0.0,0,0.38,0,0,1,0,0,1,0
CLI-000912,1,11,11,0,0.0,0,0.0,0,0,73,0,6.3,4,0,548.23,0.22,1,0.0,1,0,0,0,0,1,0
CLI-003903,0,16,7,4,57.1,29,14.6,2,5,1,1,31.4,3,0,85.26,0.0,0,0.25,0,1,0,0,0,0,1
CLI-002803,0,14,9,4,44.4,11,3.2,3,2,0,0,16.9,5,0,108.71,0.0,0,0.38,0,1,0,0,0,0,1
CLI-004743,0,16,16,8,50.0,13,0.6,13,4,1,1,10.5,3,0,1088.48,0.0,0,0.32,0,1,0,0,0,0,1
CLI-004172,0,15,183,64,35.0,12,2.0,7,4,1,4,8.1,3,0,7978.13,0.0,0,0.27,0,1,0,0,0,0,1
CLI-002995,0,4,2,2,100.0,60,27.0,6,1,3,0,6.9,3,3,50.02,0.02,0,0.38,0,0,0,1,0,1,0
CLI-004771,1,1,50,23,46.0,26,4.3,10,0,2,3,4.6,3,3,1681.63,0.07,0,0.38,0,0,0,1,1,0,0
CLI-003610,1,1,50,5,50.0,1,0.2,1,0,14,1,13.8,3,2,1396.91,0.47,0,0.06,0,0,0,1,1,0,0
CLI-004962,0,13,15,2,13.3,1,0.2,0,1,7,1,6.3,5,1,325.43,0.02,0,0.0,0,0,0,1,0,0,1
CLI-004958,0,18,28,14,50.0,12,7.5,10,4,3,5,7.4,2,0,1436.65,0.01,0,0.38,0,0,0,1,0,0,1
CLI-001668,1,8,37,14,37.8,3,1.6,5,2,2,7,6.7,2,0,1566.34,0.01,0,0.19,0,0,0,1,0,1,0
CLI-002896,0,14,7,6,85.7,53,25.5,5,2,0,4,16.6,3,0,195.87,0.0,0,0.31,0,0,0,1,0,0,1
CLI-001641,1,1,10,7,70.0,47,33.3,4,2,1,3,31.3,3,7,126.36,0.03,0,0.5,0,0,0,1,1,0,0
CLI-004396,0,17,55,0,0.0,0,0.0,0,0,75,0,10.1,4,0,1460.66,0.15,1,0.0,1,0,0,0,0,0,1
CLI-003957,1,21,10,0,0.0,0,5.65,0,0,88,3,6.0,4,0,874.94,0.14,1,0.0,0,0,0,1,0,0,1
CLI-000006,0,6,10,6,60.0,17,7.9,2,3,3,2,10.5,3,0,120.0,0.02,0,0.25,0,1,0,0,0,1,0
CLI-002417,1,13,186,59,31.7,1,0.6,3,1,11,5,10.5,3,0,14880.0,0.03,0,0.08,0,0,0,1,0,0,1
CLI-003373,0,29,12,3,25.0,1,0.4,3,3,27,3,29.9,3,0,156.03,0.03,0,0.38,0,1,0,0,0,0,1
CLI-003264,0,15,20,14,70.0,30,13.9,6,2,2,0,10.5,4,0,500.0,0.0,0,0.38,0,1,0,0,0,0,1
CLI-002936,0,1,19,6,31.6,1,0.2,1,1,9,2,19.7,3,0,218.83,0.3,0,0.12,0,0,0,1,1,0,0
CLI-003062,0,10,54,8,14.8,1,0.1,3,2,14,1,3.7,4,0,2147.17,0.05,0,0.12,0,0,0,1,0,1,0
CLI-002297,0,20,202,164,81.2,49,22.5,7,6,1,3,13.5,3,0,4923.5,0.0,0,0.44,0,1,0,0,0,0,1
CLI-003572,0,10,58,0,0.0,0,0.0,0,0,38,3,0.5,4,0,3860.23,0.13,1,0.0,1,0,0,0,0,1,0
CLI-001594,0,2,47,35,74.5,27,11.2,3,1,1,2,26.9,2,2,600.17,0.02,0,0.38,0,0,0,1,1,0,0
CLI-002409,1,13,494,0,0.0,0,0.0,0,0,43,0,7.7,4,1,8597.23,0.11,1,0.0,0,0,0,1,0,0,1
CLI-002774,0,10,1,1,100.0,43,23.8,4,1,4,0,15.0,4,0,11.59,0.01,0,0.5,0,1,0,0,0,1,0
CLI-002324,0,13,17,9,52.9,17,8.0,5,7,0,4,10.5,4,0,371.37,0.0,0,0.31,0,0,1,0,0,0,1
CLI-001484,0,11,19,11,57.9,29,7.5,11,4,0,2,6.1,4,0,959.93,0.0,0,0.42,0,0,1,0,0,1,0
CLI-004507,0,13,25,15,60.0,26,9.7,5,4,0,0,7.8,5,0,717.46,0.0,0,0.31,0,0,0,1,0,0,1
CLI-003486,1,7,12,5,41.7,6,2.6,4,2,2,3,15.8,4,3,248.78,0.01,0,0.25,0,0,0,1,0,1,0
CLI-000083,1,1,49,29,59.2,37,12.7,6,0,1,9,15.3,2,2,1133.76,0.03,0,0.38,0,0,0,1,1,0,0
CLI-004216,0,8,21,9,42.9,15,6.6,5,0,1,0,10.5,5,0,554.48,0.0,0,0.31,0,1,0,0,0,1,0
CLI-002093,0,16,19,14,73.7,77,75.6,10,1,1,0,8.4,5,0,514.84,0.0,0,0.62,0,1,0,0,0,0,1
CLI-004777,0,10,1,1,100.0,1,0.4,3,2,21,0,10.5,4,0,9.11,0.07,0,0.38,0,0,0,1,0,1,0
CLI-000536,0,7,41,34,82.9,61,36.2,10,0,0,1,3.3,4,1,2414.54,0.0,0,0.38,0,0,0,1,0,1,0
CLI-000724,0,12,136,34,25.0,1,0.5,2,3,16,2,13.0,5,0,2651.24,0.04,0,0.12,0,0,0,1,0,1,0
CLI-002714,0,6,156,22,14.1,1,0.1,3,3,9,1,3.3,4,2,5040.65,0.05,0,0.12,1,0,0,0,0,1,0
CLI-000846,0,5,44,24,54.5,29,7.2,6,2,1,3,11.1,4,2,1107.76,0.01,0,0.38,0,0,0,1,0,1,0
CLI-001410,1,19,4,0,0.0,0,0.0,0,0,121,10,5.2,3,0,366.03,0.21,1,0.0,0,0,0,1,0,0,1
CLI-002550,0,4,208,99,47.6,19,9.3,4,0,0,5,29.7,3,1,2512.03,0.0,0,0.5,0,0,0,1,0,1,0
CLI-001704,0,11,55,20,36.4,3,1.2,2,2,26,0,10.6,3,1,1458.76,0.08,0,0.12,0,0,0,1,0,1,0
CLI-002095,0,10,5,1,20.0,1,0.2,1,4,10,4,14.9,3,1,75.0,0.03,0,0.06,1,0,0,0,0,1,0
CLI-004011,1,11,8,0,0.0,0,0.0,0,0,33,1,6.4,5,2,81.83,0.1,1,0.0,1,0,0,0,0,1,0
CLI-002078,0,14,2,1,50.0,18,10.0,5,1,5,3,25.9,3,0,27.91,0.01,0,0.62,0,0,0,1,0,0,1
CLI-002790,0,8,1,1,100.0,15,8.0,1,1,1,0,9.6,5,0,10.72,0.0,0,0.12,0,1,0,0,0,1,0
CLI-003237,0,2,58,52,89.7,81,5.65,10,0,0,0,6.3,4,1,2941.34,0.0,0,0.38,0,1,0,0,1,0,0
CLI-002067,1,1,9,4,44.4,11,4.5,4,0,4,2,27.7,3,3,115.46,0.13,0,0.5,0,0,0,1,1,0,0
CLI-001465,0,21,47,35,74.5,38,19.6,18,6,0,0,0.5,4,0,4010.04,0.0,0,0.45,0,0,1,0,0,0,1
CLI-000911,1,2,8,7,87.5,67,5.65,10,1,2,5,14.2,4,1,191.39,0.03,0,0.62,0,0,0,1,1,0,0
CLI-001512,1,3,2,2,100.0,61,5.65,4,0,4,8,10.5,1,2,26.79,0.04,0,0.5,0,0,0,1,1,0,0
CLI-000928,1,1,613,85,13.9,1,0.5,0,0,30,0,11.0,4,3,12058.6,1.0,1,0.0,1,0,0,0,1,0,0
CLI-003323,0,7,9,4,44.4,1,0.5,6,1,6,0,7.4,4,0,208.24,0.03,0,0.38,0,0,0,1,0,1,0
CLI-004532,1,1,8,3,37.5,1,0.1,2,0,21,6,13.0,3,4,197.78,0.7,0,0.12,0,1,0,0,1,0,0
CLI-002345,0,1,14,10,71.4,8,2.1,4,0,2,3,10.3,5,0,382.93,0.07,0,0.25,0,0,0,1,1,0,0
CLI-003793,0,5,10,3,30.0,1,0.1,2,0,1,2,12.4,3,0,201.34,0.01,0,0.12,0,1,0,0,0,1,0
CLI-000180,1,13,7,1,50.0,5,1.7,2,3,2,9,50.5,1,0,87.53,0.01,0,0.25,0,0,0,1,0,0,1
CLI-002851,0,6,11,9,81.8,62,55.2,6,2,3,0,14.3,5,1,176.08,0.02,0,0.75,0,0,0,1,0,1,0
CLI-003607,1,14,6,0,0.0,0,0.0,0,0,64,1,26.5,3,0,73.51,0.15,1,0.0,0,0,0,1,0,0,1
CLI-001969,0,16,41,23,56.1,28,15.9,7,2,0,0,10.5,3,0,1053.9,0.0,0,0.44,0,0,0,1,0,0,1
CLI-004585,0,10,34,19,55.9,17,10.1,16,3,3,3,7.0,3,1,1742.7,0.01,0,0.62,0,0,0,1,0,1,0
CLI-000221,0,1,34,29,85.3,74,21.4,24,0,3,0,1.1,5,1,2608.99,0.1,0,0.6,0,1,0,0,1,0,0
CLI-001434,0,15,884,829,93.8,71,50.8,22,4,0,5,4.5,3,0,76511.23,0.0,0,0.55,0,0,0,1,0,0,1
CLI-001395,0,18,144,110,76.4,52,43.1,16,5,3,5,9.6,1,0,6447.97,0.01,0,0.62,1,0,0,0,0,0,1
CLI-002230,0,9,161,110,68.3,20,14.5,24,4,1,0,1.2,5,0,13859.61,0.0,0,0.6,0,0,1,0,0,1,0
CLI-000982,1,12,43,6,50.0,3,0.9,2,1,6,2,11.8,3,1,1188.98,0.02,0,0.12,1,0,0,0,0,1,0
CLI-001173,0,19,9,6,66.7,38,17.5,3,4,1,3,26.7,3,0,111.08,0.0,0,0.38,0,1,0,0,0,0,1
CLI-003441,0,11,2,2,100.0,56,35.2,9,1,4,1,12.3,3,3,51.89,0.01,0,0.56,0,0,0,1,0,1,0
CLI-003586,0,16,99,67,67.7,51,7.4,5,4,1,5,17.6,3,0,2542.79,0.0,0,0.31,0,1,0,0,0,0,1
CLI-001520,1,17,186,30,16.1,3,0.7,8,1,25,7,11.5,2,0,8046.42,0.05,0,0.31,1,0,0,0,0,0,1
CLI-003066,0,13,97,30,30.9,9,0.4,18,5,0,0,0.5,5,0,7115.69,0.0,0,0.45,0,0,0,1,0,0,1
CLI-002427,0,18,3,3,50.0,75,45.2,14,7,0,0,1.5,5,0,157.72,0.0,0,0.54,0,0,1,0,0,0,1
CLI-001110,0,1,40,18,45.0,12,11.6,6,0,5,0,10.5,4,3,888.26,0.17,0,0.38,0,1,0,0,1,0,0
CLI-002099,1,6,5,1,20.0,1,0.5,0,0,27,7,37.8,2,0,58.18,0.15,0,0.0,1,0,0,0,0,1,0
CLI-001096,0,10,48,14,29.2,5,0.9,3,2,2,2,11.5,3,0,1242.47,0.01,0,0.19,0,1,0,0,0,1,0
CLI-003887,1,10,11,8,72.7,40,12.4,7,0,1,6,19.9,3,0,322.01,0.0,0,0.44,0,0,0,1,0,1,0
CLI-003782,1,2,14,2,14.3,1,0.4,2,1,18,4,13.9,3,0,323.21,0.3,0,0.12,0,0,0,1,1,0,0
CLI-000719,1,1,37,13,35.1,5,5.65,1,0,1,0,3.8,4,2,1627.32,0.03,0,0.04,0,0,0,1,1,0,0
CLI-001971,1,5,11,6,54.5,4,1.1,0,0,16,3,16.4,4,1,110.17,0.11,0,0.0,0,0,0,1,0,1,0
CLI-001770,0,13,48,26,54.2,16,1.9,2,3,1,9,10.5,3,0,658.45,0.0,0,0.25,1,0,0,0,0,0,1
CLI-000178,1,11,5,0,0.0,0,0.0,0,0,64,3,12.7,2,0,78.31,0.19,1,0.0,1,0,0,0,0,1,0
CLI-003970,0,23,2,1,50.0,16,8.4,6,0,0,1,10.5,4,0,51.43,0.0,0,0.38,0,0,0,1,0,0,1
CLI-003421,0,16,56,30,53.6,22,9.9,5,8,0,0,6.8,5,0,1482.63,0.0,0,0.31,0,0,1,0,0,0,1
CLI-000904,1,1,34,27,79.4,35,23.2,8,0,0,4,16.7,3,2,1014.53,0.0,0,0.5,0,0,0,1,1,0,0
CLI-002179,0,3,70,7,10.0,1,0.1,4,0,28,0,0.5,4,0,3558.53,0.31,0,0.1,1,0,0,0,1,0,0
CLI-001947,1,11,97,59,50.0,14,9.1,3,3,3,10,20.3,2,2,2504.11,0.01,0,0.19,1,0,0,0,0,1,0
CLI-003777,1,6,8,4,50.0,26,13.4,3,1,2,3,12.3,3,0,204.79,0.01,0,0.19,0,0,0,1,0,1,0
CLI-002321,0,24,32,14,43.8,14,2.7,3,1,5,4,17.5,2,0,867.44,0.01,0,0.19,0,0,0,1,0,0,1
CLI-003715,0,14,26,19,73.1,67,29.9,15,2,1,0,3.3,3,0,2460.12,0.0,0,0.38,0,1,0,0,0,0,1
CLI-002837,1,2,34,21,61.8,36,21.7,3,1,1,5,34.9,3,5,425.03,0.02,0,0.38,0,0,0,1,1,0,0
CLI-001835,0,11,51,44,86.3,61,34.5,5,1,1,0,4.9,3,1,2497.8,0.0,0,0.19,0,0,0,1,0,1,0
CLI-000577,0,16,58,29,50.0,33,20.2,2,0,3,5,14.0,4,0,1506.17,0.01,0,0.12,0,0,0,1,0,0,1
CLI-004674,1,1,366,174,47.5,26,13.6,9,0,2,0,6.1,2,2,14724.81,0.07,0,0.35,1,0,0,0,1,0,0
CLI-004608,0,6,35,19,54.3,19,11.2,5,2,1,0,7.0,5,3,979.2,0.01,0,0.31,0,1,0,0,0,1,0
CLI-001537,0,15,3,2,66.7,27,12.3,20,6,0,0,10.5,3,1,213.73,0.0,0,0.5,0,0,0,1,0,0,1
CLI-000306,1,1,36,9,25.0,1,0.2,0,0,23,3,21.9,3,3,410.91,0.77,0,0.0,0,0,0,1,1,0,0
CLI-004629,1,7,42,24,57.1,25,13.8,8,2,1,1,8.0,4,0,1479.64,0.0,0,0.31,0,1,0,0,0,1,0
CLI-003922,0,7,26,7,26.9,1,0.7,5,3,4,6,13.7,4,0,674.19,0.02,0,0.31,0,0,0,1,0,1,0
CLI-000401,0,1,107,8,7.5,1,0.3,1,0,30,2,10.5,5,1,2371.37,1.0,1,0.06,1,0,0,0,1,0,0
CLI-001675,0,10,46,38,82.6,59,46.0,7,1,1,9,18.0,2,0,1108.28,0.0,0,0.44,1,0,0,0,0,1,0
CLI-000450,0,9,43,30,69.8,50,29.9,10,1,0,6,12.1,1,0,1806.28,0.0,0,0.38,1,0,0,0,0,1,0
CLI-001109,1,12,37,14,37.8,11,1.3,1,2,1,6,24.3,1,1,889.67,0.0,0,0.06,1,0,0,0,0,1,0
CLI-001099,1,4,52,16,30.8,7,3.3,5,1,4,0,5.2,3,1,1336.57,0.03,0,0.31,0,1,0,0,0,1,0
CLI-001051,0,27,6,2,33.3,1,0.4,2,6,25,5,30.2,4,0,72.0,0.03,0,0.25,0,0,0,1,0,0,1
CLI-000519,0,1,51,7,13.7,1,0.2,4,2,0,0,5.6,5,4,1074.54,0.0,0,0.25,0,0,0,1,1,0,0
CLI-002911,0,14,1,1,100.0,38,12.7,5,2,1,0,0.5,4,1,75.37,0.0,0,0.12,0,0,0,1,0,0,1
CLI-004394,0,1,789,506,64.1,31,5.8,25,0,0,4,3.6,2,4,54609.99,0.0,0,0.62,0,0,0,1,1,0,0
CLI-001592,1,10,7,4,57.1,1,0.2,0,3,19,3,23.9,5,1,90.81,0.06,0,0.0,0,0,0,1,0,1,0
CLI-001095,0,1,3,2,66.7,32,12.2,3,0,1,0,19.3,5,2,35.35,0.03,0,0.38,0,1,0,0,1,0,0
CLI-004830,0,14,834,290,34.8,5,0.8,5,6,2,0,5.0,3,0,19494.35,0.0,0,0.31,0,0,0,1,0,0,1
CLI-002018,0,8,211,58,50.0,6,0.3,14,2,3,1,0.5,4,0,12537.74,0.01,0,0.35,0,0,0,1,0,1,0
CLI-003676,0,6,21,13,61.9,27,2.2,3,2,0,0,14.4,4,2,252.0,0.0,0,0.38,0,1,0,0,0,1,0
CLI-004067,0,1,21,11,52.4,17,9.5,5,0,2,2,15.9,3,0,343.85,0.07,0,0.31,0,0,0,1,1,0,0
CLI-000142,0,8,9,4,44.4,5,0.6,1,1,0,5,22.5,3,0,114.17,0.0,0,0.12,0,1,0,0,0,1,0
CLI-001020,1,4,2,1,50.0,45,32.5,5,1,0,3,25.4,3,0,25.09,0.0,0,0.62,0,1,0,0,0,1,0
CLI-004747,1,6,5,2,40.0,19,6.2,7,1,2,0,11.8,4,1,111.4,0.01,0,0.44,0,0,0,1,0,1,0
CLI-000849,1,11,6,1,16.7,1,0.2,1,1,2,9,18.6,3,0,119.86,0.01,0,0.06,1,0,0,0,0,1,0
CLI-003073,0,21,6,4,66.7,36,15.3,11,5,1,2,16.4,2,0,141.09,0.0,0,0.69,0,0,0,1,0,0,1
CLI-000292,1,11,1,1,100.0,77,39.3,7,2,0,9,19.6,1,1,25.16,0.0,0,0.44,0,0,0,1,0,1,0
CLI-003287,0,19,6,4,66.7,27,8.6,4,3,1,4,34.4,2,0,88.12,0.0,0,0.5,1,0,0,0,0,0,1
CLI-002725,1,22,55,20,36.4,1,0.2,6,3,1,9,10.2,2,0,2580.47,0.0,0,0.23,1,0,0,0,0,0,1
CLI-004792,1,4,22,9,40.9,10,5.3,8,1,1,9,1.4,1,0,1484.12,0.01,0,0.2,1,0,0,0,0,1,0
CLI-001875,1,1,22,13,59.1,25,16.8,17,1,2,1,1.4,3,3,1788.1,0.07,0,0.42,0,0,0,1,1,0,0
CLI-001945,1,10,11,0,0.0,0,0.0,0,0,78,2,27.2,3,0,143.43,0.26,1,0.0,1,0,0,0,0,1,0
CLI-001802,0,9,55,19,34.5,2,5.65,4,3,3,1,9.2,2,0,1283.42,0.01,0,0.25,0,0,0,1,0,1,0
CLI-001360,0,20,2,1,50.0,17,7.0,2,5,1,0,25.8,3,0,24.0,0.0,0,0.25,0,0,0,1,0,0,1
CLI-003554,0,18,10,2,20.0,1,0.4,1,12,20,2,10.5,3,0,111.79,0.04,0,0.12,1,0,0,0,0,0,1
CLI-004662,0,21,52,36,69.2,50,36.1,6,2,1,0,8.1,4,0,1527.07,0.0,0,0.38,0,0,0,1,0,0,1
CLI-002166,0,1,34,15,44.1,17,5.0,9,0,0,2,1.0,4,2,1466.95,0.0,0,0.35,0,1,0,0,1,0,0
CLI-002836,0,15,98,25,25.5,1,0.1,1,2,17,6,3.5,2,0,5648.19,0.04,0,0.02,1,0,0,0,0,0,1
CLI-002159,0,22,7,6,85.7,91,36.1,5,3,1,0,1.2,5,0,110.81,0.0,0,0.62,0,0,0,1,0,0,1
CLI-000981,0,4,827,513,62.0,48,46.0,19,1,0,0,4.6,4,1,60181.41,0.0,0,0.48,0,0,0,1,0,1,0
CLI-004083,0,18,13,6,46.2,2,0.8,3,2,21,1,12.5,5,0,307.74,0.04,0,0.19,0,1,0,0,0,0,1
CLI-001750,0,1,29,21,72.4,31,28.6,15,0,2,1,8.5,4,2,1302.31,0.07,0,0.58,0,0,0,1,1,0,0
CLI-002641,1,3,8,2,25.0,1,0.1,2,2,11,1,15.4,4,0,104.45,0.12,0,0.25,0,1,0,0,1,0,0
CLI-000240,0,17,57,25,43.9,14,2.7,8,6,1,0,8.0,5,0,2657.17,0.0,0,0.31,0,0,0,1,0,0,1
CLI-001655,0,20,142,105,73.9,43,30.4,11,2,1,6,1.1,4,0,11782.18,0.0,0,0.28,0,0,0,1,0,0,1
CLI-001749,0,21,8,2,25.0,8,0.4,2,2,5,0,31.4,3,0,101.92,0.01,0,0.25,0,1,0,0,0,0,1
CLI-000041,1,4,1,1,100.0,1,0.3,3,1,28,3,10.1,2,0,17.95,0.23,0,0.19,0,0,0,1,0,1,0
CLI-004055,0,16,8,7,87.5,54,48.2,9,1,1,0,8.7,4,0,205.76,0.0,0,0.56,0,0,0,1,0,0,1
CLI-002515,0,15,18,14,77.8,38,11.3,9,5,0,0,4.7,4,0,504.02,0.0,0,0.56,0,0,0,1,0,0,1
CLI-000216,1,1,39,21,53.8,16,10.7,4,0,1,6,16.0,2,0,852.96,0.03,0,0.25,1,0,0,0,1,0,0
CLI-003395,0,14,23,14,60.9,17,4.3,8,1,3,8,21.7,1,0,491.03,0.01,0,0.5,1,0,0,0,0,0,1
CLI-000972,0,7,14,8,57.1,35,23.1,4,0,1,0,12.1,5,0,169.04,0.0,0,0.5,0,1,0,0,0,1,0
CLI-002207,0,20,4,2,50.0,24,8.9,7,2,0,1,14.1,3,0,116.38,0.0,0,0.44,0,1,0,0,0,0,1
CLI-000305,1,4,8,5,62.5,34,13.9,4,0,2,3,28.7,2,2,93.59,0.02,0,0.5,0,0,0,1,0,1,0
CLI-001573,1,11,10,9,50.0,114,61.1,4,3,1,4,27.5,3,1,119.98,0.0,0,0.5,0,0,0,1,0,1,0
CLI-003694,1,18,5,4,80.0,48,11.6,4,1,1,7,33.9,2,0,71.62,0.0,0,0.5,1,0,0,0,0,0,1
CLI-003382,0,29,46,21,45.7,24,12.7,13,3,1,3,7.1,4,0,2584.52,0.0,0,0.5,0,0,0,1,0,0,1
CLI-004135,0,11,46,39,84.8,77,36.4,9,5,0,5,11.6,4,1,1222.14,0.0,0,0.56,0,0,1,0,0,1,0
CLI-002698,1,3,13,5,38.5,2,0.8,3,0,0,4,17.9,3,1,139.0,0.0,0,0.38,1,0,0,0,1,0,0
CLI-003252,0,13,259,101,39.0,1,0.4,14,1,30,0,0.5,3,0,20082.97,0.08,1,0.35,0,0,0,1,0,0,1
CLI-004164,0,11,6,5,83.3,79,45.0,3,1,0,2,25.0,3,0,81.63,0.0,0,0.38,0,0,0,1,0,1,0
CLI-004477,0,5,15,4,26.7,6,5.65,5,2,0,1,3.7,5,0,376.08,0.0,0,0.31,0,1,0,0,0,1,0
CLI-003215,1,7,31,8,25.8,1,0.2,1,2,17,4,15.3,3,0,736.96,0.08,0,0.06,0,1,0,0,0,1,0
CLI-004415,1,13,2,0,0.0,0,0.0,0,0,89,3,10.5,3,1,90.29,0.23,1,0.0,1,0,0,0,0,0,1
CLI-004941,0,18,11,8,72.7,43,13.7,14,2,0,4,7.6,3,0,478.15,0.0,0,0.54,0,0,0,1,0,0,1
CLI-001416,0,21,14,10,71.4,56,23.8,8,7,1,8,13.6,5,0,349.59,0.0,0,0.5,1,0,0,0,0,0,1
CLI-003811,0,16,57,31,54.4,50,22.9,12,3,0,0,2.1,5,1,1512.04,0.0,0,0.75,0,0,0,1,0,0,1
CLI-000147,0,23,194,74,38.1,1,0.2,18,9,4,0,3.8,4,0,18865.05,0.01,0,0.45,0,0,1,0,0,0,1
CLI-001710,0,12,3,2,50.0,50,39.1,6,0,2,1,12.5,3,0,80.89,0.01,0,0.38,0,0,0,1,0,1,0
CLI-000503,0,26,6,5,83.3,70,25.6,5,9,2,1,22.1,4,0,79.32,0.0,0,0.62,0,0,0,1,0,0,1
CLI-004436,1,1,802,202,25.2,11,2.1,4,0,1,0,0.5,4,1,58374.49,0.03,0,0.1,0,0,0,1,1,0,0
CLI-004913,0,19,1,1,100.0,25,15.8,10,2,1,2,3.2,5,0,47.3,0.0,0,0.38,0,0,0,1,0,0,1
CLI-002306,0,14,23,15,65.2,33,5.65,3,0,1,2,18.5,4,0,254.64,0.0,0,0.38,0,0,0,1,0,0,1
CLI-002433,0,16,85,76,89.4,97,87.7,10,2,4,2,10.5,3,0,2525.1,0.01,0,0.62,0,0,0,1,0,0,1
CLI-001521,0,11,486,351,72.2,36,24.3,5,1,1,0,11.8,5,0,6536.47,0.0,0,0.62,0,1,0,0,0,1,0
CLI-002266,0,2,214,171,79.9,51,30.0,20,0,1,0,6.0,5,2,18867.81,0.02,0,0.5,0,1,0,0,1,0,0
