client_id,valeur_vie_client_eur,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,jour_souscription_l,jour_souscription_m,jour_souscription_me,jour_souscription_j,jour_souscription_v,jour_souscription_s,jour_souscription_d,secteur_te,secteur_fi,secteur_co,secteur_sa,secteur_in,secteur_pb,secteur_en,pays_fr,pays_es,pays_ca,pays_de,pays_ch,pays_be,taille_entreprise_tpe,taille_entreprise_pme,taille_entreprise_eti,taille_entreprise_ge,plan_str,plan_pro,plan_bus,plan_ent,couleur_theme_interface_c,couleur_theme_interface_ve,couleur_theme_interface_b,couleur_theme_interface_v,couleur_theme_interface_s,code_datacenter_eu_w1,code_datacenter_eu_w3,code_datacenter_us_e1,code_datacenter_ap_s1,groupe_experimentation_a,groupe_experimentation_b,groupe_experimentation_c,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-004779,8134.0,5,10,8,80.0,45,24.3,7,2,1,3,15.5,3,0,248.0,0.01,0,0.44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
CLI-002280,500.0,1,2,1,50.0,18,5.8,3,0,3,1,10.9,5,3,50.0,0.1,0,0.19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
CLI-002456,316017.0,27,78,72,50.0,63,44.5,11,4,2,1,3.3,3,0,4817.33,0.0,0,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
CLI-000369,88159.0,16,58,30,51.7,26,14.8,6,3,1,5,9.3,3,0,2905.7,0.0,0,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-000896,1466.0,10,11,6,54.5,23,11.5,2,10,6,1,20.4,5,0,127.66,0.02,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-002804,980.0,11,6,3,50.0,24,10.5,4,2,1,4,32.9,3,0,62.91,0.0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
CLI-004020,3356.0,4,8,5,62.5,24,10.3,3,3,2,3,22.5,4,1,110.61,0.02,0,0.38,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-000205,12449.0,15,41,18,43.9,8,2.1,2,2,5,5,20.6,3,0,1025.0,0.01,0,0.12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
CLI-001432,2029.0,12,7,1,14.3,1,0.1,1,3,30,2,13.5,3,1,154.67,0.08,1,0.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-004444,25717.0,9,54,23,42.6,25,13.1,9,2,1,4,11.3,1,0,2240.13,0.0,0,0.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-004491,5908.0,9,7,5,71.4,54,39.4,15,1,4,3,9.5,2,0,360.25,0.01,0,0.58,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
CLI-000258,2282.0,2,31,11,35.5,15,5.65,8,0,1,4,11.9,3,1,556.56,0.02,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
CLI-001988,32206.0,1,32,18,56.2,31,11.1,8,0,3,2,9.4,3,1,1454.63,0.1,0,0.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
CLI-004102,1491241.0,23,527,171,32.4,10,5.65,9,7,7,1,0.5,5,0,27554.34,0.01,0,0.35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CLI-001488,578940.0,19,618,54,8.7,1,0.1,1,2,10,4,6.1,2,0,24345.66,0.02,0,0.04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
CLI-001111,139207.0,21,55,35,63.6,52,14.6,6,2,1,4,11.4,3,0,1414.71,0.0,0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
CLI-002400,38168.0,22,42,13,31.0,1,0.1,5,6,30,0,0.5,5,0,1723.95,0.05,1,0.19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI-000518,6305.0,7,15,2,13.3,1,0.3,5,4,4,4,10.9,4,2,384.47,0.02,0,0.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-000993,300.0,4,2,0,0.0,0,0.0,0,0,68,3,16.9,3,0,16.99,0.57,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
CLI-003947,13243.0,20,42,25,59.5,27,5.6,5,4,0,2,10.5,4,0,1076.69,0.0,0,0.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CLI-001397,9309.0,27,14,10,71.4,48,29.1,4,5,0,3,9.4,3,0,378.4,0.0,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CLI-001232,1316557.0,1,677,329,48.6,11,5.8,12,0,1,1,0.5,4,5,59465.08,0.03,0,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
CLI-002296,15888.0,18,43,0,0.0,0,0.0,0,0,115,1,10.5,3,0,842.43,0.21,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
CLI-004236,6781.0,3,37,6,16.2,8,3.0,2,1,0,1,34.1,2,2,435.26,0.0,0,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CLI-000857,13110.0,26,43,20,46.5,5,5.65,4,10,7,0,7.9,4,0,888.24,0.01,0,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
CLI-002302,949.0,9,2,1,50.0,6,1.9,5,3,1,4,9.2,3,0,82.65,0.0,0,0.19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-002543,17335.0,12,26,13,50.0,29,10.0,8,4,3,1,4.6,5,0,1112.64,0.01,0,0.31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
CLI-004090,863.0,13,7,4,57.1,9,2.7,2,5,5,3,25.3,4,0,80.97,0.01,0,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-000224,5758.0,4,51,36,70.6,24,11.4,7,0,0,3,10.5,4,0,1003.18,0.0,0,0.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-002808,10027.0,15,44,3,6.8,1,0.1,0,3,23,3,24.2,3,0,643.55,0.05,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
CLI-000537,4684.0,18,9,6,66.7,33,1.8,5,3,2,1,7.9,3,0,204.0,0.0,0,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
CLI-004469,369.0,8,4,2,50.0,16,7.6,2,1,4,0,10.5,4,0,49.98,0.02,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
CLI-000603,47945.0,8,67,43,64.2,27,9.4,19,2,1,0,2.5,5,0,4872.48,0.0,0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
CLI-003729,58596.0,9,214,91,42.5,7,1.1,4,3,10,1,12.6,5,3,4466.14,0.04,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
CLI-004203,1911.0,12,9,7,77.8,53,36.2,16,2,1,0,7.5,3,1,291.33,0.0,0,0.62,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-001983,4336.0,14,7,5,71.4,63,5.65,11,3,0,0,11.6,4,0,170.57,0.0,0,0.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
CLI-003935,38739.0,8,57,40,70.2,51,2.6,13,0,0,1,0.5,5,0,2486.47,0.0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-002940,413.0,7,2,1,50.0,12,8.6,3,2,10,1,15.7,4,0,21.89,0.05,0,0.38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
CLI-001541,8466.0,7,30,0,0.0,0,0.0,0,0,103,3,7.1,4,1,1147.16,0.49,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
CLI-001595,22601.0,7,56,19,33.9,7,0.4,0,2,0,2,12.4,3,0,1312.47,0.0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
CLI-001456,16451.0,13,29,13,44.8,3,1.1,4,1,1,2,15.6,4,0,691.8,0.0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
CLI-003034,5928.0,12,9,8,88.9,55,31.0,4,0,0,0,22.0,4,0,85.05,0.0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-001790,4231.0,11,39,19,48.7,5,1.8,1,1,0,8,38.2,3,0,469.07,0.0,0,0.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
CLI-004184,7874.0,2,23,14,60.9,42,9.1,5,3,1,1,28.4,3,2,300.06,0.02,0,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
CLI-001976,18789.0,7,26,22,84.6,40,27.6,6,2,2,3,12.8,4,1,694.36,0.01,0,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
CLI-004278,1168922.0,10,398,216,54.3,47,24.2,13,3,1,3,10.5,3,1,18513.18,0.0,0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-001783,657.0,4,10,1,10.0,1,0.2,1,1,10,1,23.9,3,4,100.21,0.08,0,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
CLI-003739,201385.0,14,535,133,24.9,1,0.3,2,3,6,3,14.2,4,1,14446.57,0.01,0,0.12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
CLI-004819,19805.0,14,57,27,47.4,17,9.7,4,5,0,6,16.4,3,0,1509.54,0.0,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-000878,18340.0,14,49,34,69.4,41,32.2,3,6,2,5,29.6,3,0,657.82,0.0,0,0.38,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
CLI-002322,48476.0,16,36,30,83.3,48,26.0,15,8,0,5,11.2,2,0,2038.54,0.0,0,0.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
CLI-004244,59836.0,5,153,109,71.2,22,7.2,11,2,2,4,10.5,4,0,6633.72,0.01,0,0.42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-001245,3386.0,12,11,2,18.2,1,0.4,2,6,11,3,22.2,4,0,158.82,0.03,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-000550,136794.0,1,237,109,46.0,19,7.1,5,0,1,0,3.3,5,1,11121.49,0.03,0,0.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
CLI-002532,243614.0,6,167,69,41.3,11,5.65,12,1,2,3,6.4,4,0,8488.3,0.01,0,0.46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-000341,2824.0,18,8,5,62.5,30,20.1,4,5,2,4,28.6,3,0,118.77,0.0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
CLI-004303,269214.0,8,183,83,45.4,16,11.8,9,2,5,3,3.1,3,1,7816.91,0.02,0,0.35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
CLI-003669,190278.0,12,468,101,21.6,2,0.4,7,3,0,1,2.4,4,0,29005.74,0.0,0,0.18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
CLI-002537,104785.0,1,158,0,0.0,0,0.0,0,0,30,2,1.9,2,2,10648.88,1.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
CLI-004806,1934.0,1,57,13,22.8,1,0.4,1,0,2,5,24.0,1,2,589.63,0.07,0,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CLI-003389,1396.0,23,2,1,50.0,27,8.9,3,2,1,0,20.0,5,0,24.0,0.0,0,0.38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
CLI-000785,8163.0,8,42,9,21.4,4,2.1,7,5,0,1,3.7,4,0,1890.0,0.0,0,0.27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
CLI-000803,10456.0,5,13,6,46.2,19,11.1,6,1,1,7,6.7,3,2,607.21,0.01,0,0.23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-003845,16705.0,10,20,4,20.0,1,0.1,6,2,17,4,9.9,2,1,926.0,0.06,0,0.23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-003153,1903.0,5,6,3,50.0,20,1.0,9,0,3,3,10.5,3,0,116.03,0.02,0,0.56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-003538,57016.0,19,43,27,62.8,33,24.6,6,5,1,0,2.3,5,0,1139.87,0.0,0,0.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
CLI-003209,21083.0,19,39,27,69.2,58,48.1,6,3,0,2,10.5,3,1,1117.87,0.0,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
CLI-000281,1322.0,6,6,3,50.0,15,5.65,2,0,7,3,18.6,5,1,76.8,0.04,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
CLI-003745,2667.0,7,10,3,30.0,15,6.8,1,0,1,4,21.0,1,1,191.3,0.0,0,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
CLI-001313,459566.0,1,472,236,50.0,15,10.9,19,0,3,4,10.5,1,4,40031.84,0.1,0,0.48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
CLI-001172,5263.0,15,2,2,100.0,83,35.0,29,0,1,2,5.2,4,0,178.28,0.0,0,0.72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
CLI-001491,620.0,18,7,4,57.1,20,11.3,3,2,2,0,11.7,4,0,83.97,0.0,0,0.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-004272,64198.0,7,124,39,31.5,2,0.4,2,1,30,1,6.1,5,1,3403.91,0.14,1,0.12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-004722,2242.0,11,8,4,50.0,24,11.4,5,3,0,9,13.2,3,1,151.9,0.0,0,0.31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
CLI-002728,29305.0,13,58,8,13.8,1,0.5,4,1,30,2,15.5,1,1,1553.81,0.08,1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
CLI-003880,260951.0,11,482,240,49.8,32,17.8,23,4,0,2,1.1,3,0,35359.24,0.0,0,0.57,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
CLI-002250,585.0,16,1,1,100.0,1,0.2,2,2,4,4,10.5,4,0,15.19,0.01,0,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
CLI-003704,2677.0,21,11,9,81.8,33,5.65,2,3,0,1,15.0,4,0,141.93,0.0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
CLI-000883,5105.0,13,9,3,33.3,4,1.8,3,7,2,3,17.1,2,0,200.82,0.01,0,0.19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
CLI-003504,3633.0,1,32,0,0.0,0,0.0,0,0,30,2,16.3,2,1,340.78,1.0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CLI-001554,1382.0,8,11,5,50.0,10,3.6,2,0,1,2,22.5,3,2,120.37,0.0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-001281,8494.0,6,55,22,40.0,29,11.6,8,1,1,5,10.5,3,2,1479.83,0.01,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
CLI-003568,300.0,1,1,1,50.0,37,9.9,7,1,1,0,10.5,4,2,39.83,0.03,0,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
CLI-000113,22542.0,7,46,0,0.0,0,0.0,0,0,38,6,13.3,3,0,1195.21,0.18,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
CLI-001911,300.0,1,2,2,100.0,49,28.9,4,0,1,3,32.7,3,3,23.37,0.03,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
CLI-000070,133710.0,10,69,11,15.9,3,1.5,4,2,5,0,10.5,5,0,3397.11,0.02,0,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
CLI-004693,3328.0,1,8,4,50.0,21,7.9,6,0,1,1,17.4,3,1,213.59,0.03,0,0.38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
